"site","who","transect","segment","specimen_number","gross_ID","plant","notes","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fine_ID","date","year","captured","finest_ID","drought"
"Avery Picnic","KE","P3",3,NA,"Beetles","Erigeron elatior","","Coleoptera",NA,"","","","","2018-07-24",2018,"False","Beetles","drought"
"Avery Picnic","KE","P3",3,NA,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"False","Hemiptera","drought"
"Avery Picnic","KE","P3",3,NA,"Orange butterfly","Erigeron elatior","","Lepidoptera",NA,"","","","","2018-07-24",2018,"False","Orange butterfly","drought"
"Avery Picnic","KE","P5",6,NA,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"False","Hemiptera","drought"
"Avery Picnic","KE","P3",10,40623,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40624,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40625,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40626,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40627,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40628,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40629,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40630,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40631,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P3",3,40632,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P5",6,40633,"Small black solitary bee","Geranium richardsonii","","Hymenoptera","Colletidae","Hylaeinae","Hylaeus","","Hylaeus","2018-07-24",2018,"True","Hylaeus","drought"
"Avery Picnic","KE","P5",6,40634,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","KE","P5",6,40635,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","CM","P1",3,NA,"Orange butterfly","Erigeron elatior","","Lepidoptera",NA,"","","","","2018-07-24",2018,"False","Orange butterfly","drought"
"Avery Picnic","CM","P1",7,NA,"Moths","Hackelia floribunda","","Lepidoptera",NA,"","","","","2018-07-24",2018,"False","Moths","drought"
"Avery Picnic","CM","P1",7,NA,"Wasps","Hackelia floribunda","","Hymenoptera",NA,"","","","","2018-07-24",2018,"False","Wasps","drought"
"Avery Picnic","CM","P1",7,NA,"Other fly","Potentilla fruticosa","","Diptera",NA,"","","","","2018-07-24",2018,"False","Other fly","drought"
"Avery Picnic","CM","P1",7,NA,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2018-07-24",2018,"False","Other fly","drought"
"Avery Picnic","CM","P1",7,NA,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"False","Hemiptera","drought"
"Avery Picnic","CM","P3",7,40636,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","CM","P1",7,40637,"Moths","Hackelia floribunda","","Lepidoptera",NA,"","","","","2018-07-24",2018,"True","Moths","drought"
"Avery Picnic","CM","P1",7,40638,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","CM","P1",3,40639,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","CM","P3",2,40640,"Small black solitary bee","Geranium richardsonii","","Hymenoptera",NA,"","","","","2018-07-24",2018,"True","Small black solitary bee","drought"
"Avery Picnic","CM","P1",2,40641,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","CM","P1",2,40642,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P5",9,40643,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2018-07-24",2018,"True","Other fly","drought"
"Avery Picnic","TR","P5",9,40644,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-24",2018,"True","Thricops","drought"
"Avery Picnic","TR","P1",6,40645,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",6,40646,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",5,40647,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",9,40648,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",1,40649,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",1,40650,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",1,40651,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",1,40652,"Hemiptera","Helianthella quinquenervis","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",1,40653,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",1,40654,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","TR","P1",1,40655,"Hemiptera","Erigeron elatior","","Hemiptera",NA,"","","","","2018-07-24",2018,"True","Hemiptera","drought"
"Avery Picnic","AF","P1",4,40656,"Other fly","Erigeron elatior","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2018-07-24",2018,"True","Phaonia","drought"
"Avery Picnic","AF","P7",2,NA,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2018-07-24",2018,"False","Hemiptera","drought"
"Avery Picnic","AF","P1",4,NA,"Orange butterfly","Erigeron elatior","","Lepidoptera",NA,"","","","","2018-07-24",2018,"False","Orange butterfly","drought"
"Virginia Basin","KE","P3",8,NA,"Bombus frigidus","Hymenoxys hoopesii","","Hymenoptera","Apidae","Apinae","Bombus","frigidus","Bombus frigidus","2018-07-30",2018,"True","Bombus frigidus","drought"
"Virginia Basin","CM","P3",2,NA,"Bombus flavifrons","Solidago parryi","","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","2018-07-30",2018,"True","Bombus flavifrons","drought"
"Virginia Basin","KE","P3",8,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P5",1,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P5",1,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P5",4,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P5",4,NA,"Other fly","Heliomeris multiflora","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P5",4,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P5",10,NA,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P7",9,NA,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P3",7,40657,"Other fly","Hymenoxys hoopesii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","CM","P7",10,40658,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","CM","P7",10,40659,"Other fly","Agoseris glauca","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","CM","P7",10,40660,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","CM","P3",9,40661,"Other fly","Achillea millefolium","","Diptera","Tachinidae","","","","Tachinidae 5","2018-07-30",2018,"True","Tachinidae 5","drought"
"Virginia Basin","CM","P3",9,40662,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","CM","P3",9,40663,"Moths","Achillea millefolium","","Lepidoptera",NA,"","","","","2018-07-30",2018,"True","Moths","drought"
"Virginia Basin","CM","P3",9,40664,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","CM","P7",9,40665,"Other fly","Erigeron elatior","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","CM","P3",6,40666,"Syrphidae","Achillea millefolium","","Diptera","Syrphidae","","","","","2018-07-30",2018,"True","Syrphidae","drought"
"Virginia Basin","CM","P1",1,40667,"Other fly","Achillea millefolium","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","CM","P1",1,40668,"Syrphidae","Agoseris glauca","","Diptera","Syrphidae","Eristalinae","Sericomyia","flagrans","Sericomyia flagrans","2018-07-30",2018,"True","Sericomyia flagrans","drought"
"Virginia Basin","CM","P1",1,40669,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","AF","P3",5,40670,"Moths","Heliomeris multiflora","","Lepidoptera",NA,"","","","","2018-07-30",2018,"True","Moths","drought"
"Virginia Basin","AF","P1",5,40671,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","AF","P1",6,40672,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","AF","P1",6,40673,"Other fly","Erigeron elatior","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","AF","P1",6,40674,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","AF","P1",6,40675,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","AF","P1",6,40676,"Bombyliidae","Erigeron elatior","","Diptera","Bombyliidae","","","","Bombyliidae 2","2018-07-30",2018,"True","Bombyliidae 2","drought"
"Virginia Basin","AF","P7",8,40677,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","AF","P3",3,40678,"Other fly","Achillea millefolium","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","DM","P7",2,40679,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P7",2,40680,"Other fly","Achillea millefolium","","Diptera","Empididae","","","","Empididae","2018-07-30",2018,"True","Empididae","drought"
"Virginia Basin","DM","P7",2,40681,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P1",9,40682,"Other fly","Erigeron coulteri","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","DM","P5",5,40683,"Small black solitary bee","Agoseris glauca","wasp","Hymenoptera",NA,"","","","","2018-07-30",2018,"True","Small black solitary bee","drought"
"Virginia Basin","DM","P5",5,40684,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","DM","P1",8,40685,"Other fly","Erigeron coulteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P5",3,40686,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","DM","P5",3,40687,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P5",3,40688,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","DM","P1",7,40689,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P1",10,40690,"Other fly","Erigeron coulteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P1",10,40691,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P1",10,40692,"Bombyliidae","Erigeron elatior","","Diptera","Bombyliidae","","","","Bombyliidae 2","2018-07-30",2018,"True","Bombyliidae 2","drought"
"Virginia Basin","DM","P1",10,40693,"Other fly","Erigeron coulteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P1",10,40694,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P3",8,40695,"Other fly","Hymenoxys hoopesii","","Diptera","Tachinidae","","","","Tachinidae 1","2018-07-30",2018,"True","Tachinidae 1","drought"
"Virginia Basin","KE","P3",8,40696,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","AF","P7",7,NA,"Bombyliidae","Erigeron elatior","","Diptera","Bombyliidae","","","","","2018-07-30",2018,"True","Bombyliidae","drought"
"Virginia Basin","AF","P3",5,NA,"Other fly","Heliomeris multiflora","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","AF","P1",6,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","AF","P1",6,NA,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","AF","P5",8,NA,"Moths","Achillea millefolium","","Lepidoptera",NA,"","","","","2018-07-30",2018,"False","Moths","drought"
"Virginia Basin","CM","P3",7,NA,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P3",2,NA,"Other fly","Agoseris glauca","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P7",10,NA,"Small black solitary bee","Agoseris glauca","","Hymenoptera",NA,"","","","","2018-07-30",2018,"False","Small black solitary bee","drought"
"Virginia Basin","CM","P3",9,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P3",9,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P3",9,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P3",9,NA,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P3",9,NA,"Syrphidae","Achillea millefolium","","Diptera","Syrphidae","","","","","2018-07-30",2018,"True","Syrphidae","drought"
"Virginia Basin","CM","P1",1,NA,"Small black solitary bee","Agoseris glauca","","Hymenoptera",NA,"","","","","2018-07-30",2018,"False","Small black solitary bee","drought"
"Virginia Basin","CM","P1",1,NA,"Other fly","Agoseris glauca","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","CM","P1",1,NA,"Syrphidae","Achillea millefolium","","Diptera","Syrphidae","","","","","2018-07-30",2018,"True","Syrphidae","drought"
"Virginia Basin","CM","P1",1,NA,"Small black solitary bee","Achillea millefolium","","Hymenoptera",NA,"","","","","2018-07-30",2018,"False","Small black solitary bee","drought"
"Virginia Basin","CM","P1",1,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P3",8,40697,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","KE","P3",8,40698,"Other fly","Hymenoxys hoopesii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P3",8,40699,"Other fly","Hymenoxys hoopesii","","Diptera","Tachinidae","","","","Tachinidae 1","2018-07-30",2018,"True","Tachinidae 1","drought"
"Virginia Basin","KE","P3",8,40700,"Other fly","Hymenoxys hoopesii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P3",8,40701,"Other fly","Hymenoxys hoopesii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P3",8,40702,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P3",8,40703,"Other fly","Hymenoxys hoopesii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P5",1,40704,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P5",4,40705,"Other fly","Heliomeris multiflora","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","KE","P5",4,40706,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P5",4,40707,"Small black solitary bee","Heliomeris multiflora","wasp","Hymenoptera",NA,"","","","","2018-07-30",2018,"True","Small black solitary bee","drought"
"Virginia Basin","KE","P5",4,40708,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P5",4,40709,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","DM","P7",2,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P7",2,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P5",5,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P5",5,NA,"Other fly","Agoseris glauca","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P5",3,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P5",3,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P5",3,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P5",2,NA,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","DM","P1",7,NA,"Wasps","Erigeron elatior","","Hymenoptera",NA,"","","","","2018-07-30",2018,"False","Wasps","drought"
"Virginia Basin","DM","P1",10,NA,"Syrphidae","Erigeron elatior","","Diptera","Syrphidae","","","","","2018-07-30",2018,"True","Syrphidae","drought"
"Virginia Basin","DM","P1",10,NA,"Syrphidae","Erigeron elatior","","Diptera","Syrphidae","","","","","2018-07-30",2018,"True","Syrphidae","drought"
"Virginia Basin","DM","P1",10,NA,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2018-07-30",2018,"False","Other fly","drought"
"Virginia Basin","KE","P5",4,40710,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P5",4,40711,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P5",4,40712,"Beetles","Achillea millefolium","","Coleoptera",NA,"","","","","2018-07-30",2018,"True","Beetles","drought"
"Virginia Basin","KE","P5",4,40713,"Other fly","Heliomeris multiflora","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","KE","P5",4,40714,"Other fly","Achillea millefolium","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","KE","P5",4,40715,"Other fly","Achillea millefolium","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P5",4,40716,"Other fly","Achillea millefolium","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","KE","P7",9,40717,"Other fly","Erigeron coulteri","","Diptera",NA,"","","","Drymeia/Hydrotaea","2018-07-30",2018,"True","Drymeia/Hydrotaea","drought"
"Virginia Basin","KE","P7",9,40718,"Other fly","Erigeron coulteri","","Diptera","Empididae","","","","Empididae","2018-07-30",2018,"True","Empididae","drought"
"Virginia Basin","KE","P7",9,40719,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","KE","P7",9,40720,"Small black solitary bee","Agoseris glauca","wasp","Hymenoptera",NA,"","","","","2018-07-30",2018,"True","Small black solitary bee","drought"
"Virginia Basin","KE","P3",10,40721,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2018-07-30",2018,"True","Thricops","drought"
"Virginia Basin","KE","P3",10,40722,"Other fly","Erigeron elatior","","Diptera","Tachinidae","","","","Tachinidae 1","2018-07-30",2018,"True","Tachinidae 1","drought"
"Virginia Basin","KE","P3",10,40723,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2018-07-30",2018,"True","Other fly","drought"
"Virginia Basin","KE","P3",10,40724,"Other fly","Erigeron elatior","","Diptera","Empididae","","","","Empididae","2018-07-30",2018,"True","Empididae","drought"
"Virginia Basin","KE","P3",10,40725,"Other fly","Erigeron elatior","","Diptera","Tachinidae","","","","Tachinidae 4","2018-07-30",2018,"True","Tachinidae 4","drought"
"Gothic Town","CM","P3",7,NA,"Small black solitary bee","Agoseris glauca","","Hymenoptera",NA,"","","","","2018-07-31",2018,"False","Small black solitary bee","drought"
"Gothic Town","CM","P3",6,NA,"Moths","Erigeron speciosus","Hawkmoth","Lepidoptera",NA,"","","","","2018-07-31",2018,"False","Moths","drought"
"Gothic Town","CM","P1",6,NA,"Wasps","Valeriana edulis","","Hymenoptera",NA,"","","","","2018-07-31",2018,"False","Wasps","drought"
"Gothic Town","CM","P3",7,40726,"Other fly","Agoseris glauca","","Diptera",NA,"","","","","2018-07-31",2018,"True","Other fly","drought"
"Gothic Town","CM","P3",6,40727,"Moths","Erigeron speciosus","","Lepidoptera",NA,"","","","","2018-07-31",2018,"True","Moths","drought"
"Gothic Town","CM","P3",8,40728,"Hemiptera","Agoseris glauca","","Hemiptera",NA,"","","","","2018-07-31",2018,"True","Hemiptera","drought"
"Gothic Town","CM","P3",8,40729,"Hemiptera","Agoseris glauca","","Hemiptera",NA,"","","","","2018-07-31",2018,"True","Hemiptera","drought"
"Gothic Town","CM","P3",8,40730,"Moths","Erigeron speciosus","","Lepidoptera",NA,"","","","","2018-07-31",2018,"True","Moths","drought"
"Gothic Town","CM","P3",8,40731,"Hemiptera","Agoseris glauca","","Hemiptera",NA,"","","","","2018-07-31",2018,"True","Hemiptera","drought"
"Gothic Town","CM","P3",8,40732,"Moths","Agoseris glauca","","Lepidoptera",NA,"","","","","2018-07-31",2018,"True","Moths","drought"
"Gothic Town","DM","P1",10,NA,"Other fly","Agoseris glauca","","Diptera",NA,"","","","","2018-07-31",2018,"False","Other fly","drought"
"Gothic Town","DM","P5",10,NA,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2018-07-31",2018,"False","Hemiptera","drought"
"Gothic Town","DM","P5",5,NA,"Orange butterfly","Pyrrocoma crocea","","Lepidoptera","Nymphalidae","Heliconiinae","Speyeria","mormonia","Speyeria mormonia","2018-07-31",2018,"True","Speyeria mormonia","drought"
"Gothic Town","AF","P7",9,40733,"Moths","Agoseris glauca","","Lepidoptera",NA,"","","","","2018-07-31",2018,"True","Moths","drought"
"Gothic Town","AF","P7",9,40734,"Hemiptera","Agoseris glauca","","Hemiptera",NA,"","","","","2018-07-31",2018,"True","Hemiptera","drought"
"Gothic Town","AF","P7",9,40735,"Moths","Potentilla pulcherrima","","Lepidoptera",NA,"","","","","2018-07-31",2018,"True","Moths","drought"
"Gothic Town","AF","P7",9,40736,"Hemiptera","Agoseris glauca","","Hemiptera",NA,"","","","","2018-07-31",2018,"True","Hemiptera","drought"
